"ticker","title","summary","published","description","link","language","subject","sector","published_est","market","hour_of_day","begin_price","end_price","index_begin_price","index_end_price","return","index_return","alpha"
KA,Kineta Announces New Research Agreement to Evaluate VISTA Biomarker Expression,"SEATTLE, Sept.  18, 2023  (GLOBE NEWSWIRE) -- Kineta, Inc. (Nasdaq: KA), a clinical-stage biotechnology company focused on the development of novel immunotherapies in oncology that address cancer immune resistance, announced today a research agreement with Fred Hutchinson Cancer Center to evaluate VISTA expression as a potential biomarker in cancer patients from Kineta’s ongoing Phase 1/2 clinical trial evaluating KVA12123, the company’s VISTA blocking immunotherapy, alone and in combination with pembrolizumab.",2023-09-18 16:30:00.000 +0300,"SEATTLE, Sept.  18, 2023  (GLOBE NEWSWIRE) -- Kineta, Inc. (Nasdaq: KA), a clinical-stage biotechnology company focused on the development of novel immunotherapies in oncology that address cancer immune resistance, announced today a research agreement with Fred Hutchinson Cancer Center to evaluate VISTA expression as a potential biomarker in cancer patients from Kineta’s ongoing Phase 1/2 clinical trial evaluating KVA12123, the company’s VISTA blocking immunotherapy, alone and in combination with pembrolizumab.",https://www.globenewswire.com/news-release/2023/09/18/2744896/0/en/Kineta-Announces-New-Research-Agreement-to-Evaluate-VISTA-Biomarker-Expression.html,,Health,biotech,2023-09-18 11:30:00.000 +0300,pre_market,8,1.9299999475479126,2.2200000286102295,443.3699951171875,443.04998779296875,0.15025911344234252,-0.0007217613454744,0.1509808747878169
EVAX,Evaxion Partners With Pharmaceutical Company Afrigen Biologics to Develop Novel mRNA Vaccine Against Gonorrhea,"COPENHAGEN, Denmark, Sept.  20, 2023  (GLOBE NEWSWIRE) -- Evaxion Biotech A/S (NASDAQ: EVAX) (“Evaxion” or the “Company”), a clinical-stage biotechnology company specializing in the development of AI-powered immunotherapies, today announced a collaboration with Afrigen Biologics (Afrigen). The collaboration aims at developing a prophylactic vaccine based on Evaxion’s EDEN™-discovered gonorrhea targets.",2023-09-20 15:26:00.000 +0300,"COPENHAGEN, Denmark, Sept.  20, 2023  (GLOBE NEWSWIRE) -- Evaxion Biotech A/S (NASDAQ: EVAX) (“Evaxion” or the “Company”), a clinical-stage biotechnology company specializing in the development of AI-powered immunotherapies, today announced a collaboration with Afrigen Biologics (Afrigen). The collaboration aims at developing a prophylactic vaccine based on Evaxion’s EDEN™-discovered gonorrhea targets.",https://www.globenewswire.com/news-release/2023/09/20/2746452/0/en/Evaxion-Partners-With-Pharmaceutical-Company-Afrigen-Biologics-to-Develop-Novel-mRNA-Vaccine-Against-Gonorrhea.html,,Partnerships,biotech,2023-09-20 10:26:00.000 +0300,pre_market,7,0.47999998927116394,0.5529999732971191,442.7099914550781,444.010009765625,0.15208330345340007,0.002936500950145798,0.14914680250325427
EVAX,Evaxion geht Partnerschaft mit dem Pharmaunternehmen Afrigen Biologics zur Entwicklung eines neuartigen mRNA-Impfstoffs gegen Gonorrhoe ein,"KOPENHAGEN, Dänemark, Oct.  05, 2023  (GLOBE NEWSWIRE) -- Evaxion Biotech A/S (NASDAQ: EVAX) („Evaxion“ oder das „Unternehmen“), ein im klinischen Stadium tätiges Biotechnologieunternehmen, das sich auf die Entwicklung von KI-gestützten Immuntherapien spezialisiert hat, hat heute eine Zusammenarbeit mit Afrigen Biologics (Afrigen) bekanntgegeben. Ziel der Zusammenarbeit ist die Entwicklung eines prophylaktischen Impfstoffs, der auf den mittels der EDEN™-Plattform von Evaxion entdeckten Gonorrhoe-Ziele basiert.",2023-09-20 15:26:00.000 +0300,"KOPENHAGEN, Dänemark, Oct.  05, 2023  (GLOBE NEWSWIRE) -- Evaxion Biotech A/S (NASDAQ: EVAX) („Evaxion“ oder das „Unternehmen“), ein im klinischen Stadium tätiges Biotechnologieunternehmen, das sich auf die Entwicklung von KI-gestützten Immuntherapien spezialisiert hat, hat heute eine Zusammenarbeit mit Afrigen Biologics (Afrigen) bekanntgegeben. Ziel der Zusammenarbeit ist die Entwicklung eines prophylaktischen Impfstoffs, der auf den mittels der EDEN™-Plattform von Evaxion entdeckten Gonorrhoe-Ziele basiert.",https://www.globenewswire.com/news-release/2023/09/20/2755536/0/de/Evaxion-geht-Partnerschaft-mit-dem-Pharmaunternehmen-Afrigen-Biologics-zur-Entwicklung-eines-neuartigen-mRNA-Impfstoffs-gegen-Gonorrhoe-ein.html,,Partnerships,biotech,2023-09-20 10:26:00.000 +0300,pre_market,7,0.47999998927116394,0.5529999732971191,442.7099914550781,444.010009765625,0.15208330345340007,0.002936500950145798,0.14914680250325427
EVAX,Evaxion s'associe à la société pharmaceutique Afrigen Biologics pour développer un nouveau vaccin à ARN messager contre la gonorrhée,"COPENHAGUE, Danemark,  05 oct. 2023  (GLOBE NEWSWIRE) -- Evaxion Biotech A/S (NASDAQ : EVAX), ci-après « Evaxion » ou la « Société », une société de biotechnologie axée sur la recherche clinique et spécialisée dans le développement d'immunothérapies reposant sur l'IA, a annoncé ce jour une collaboration avec Afrigen Biologics, ci-après « Afrigen ». Cette collaboration vise à développer un vaccin prophylactique basé sur les cibles de la gonorrhée découvertes par la plateforme EDEN™ d'Evaxion.",2023-09-20 15:26:00.000 +0300,"COPENHAGUE, Danemark,  05 oct. 2023  (GLOBE NEWSWIRE) -- Evaxion Biotech A/S (NASDAQ : EVAX), ci-après « Evaxion » ou la « Société », une société de biotechnologie axée sur la recherche clinique et spécialisée dans le développement d'immunothérapies reposant sur l'IA, a annoncé ce jour une collaboration avec Afrigen Biologics, ci-après « Afrigen ». Cette collaboration vise à développer un vaccin prophylactique basé sur les cibles de la gonorrhée découvertes par la plateforme EDEN™ d'Evaxion.",https://www.globenewswire.com/news-release/2023/09/20/2755536/0/fr/Evaxion-s-associe-%C3%A0-la-soci%C3%A9t%C3%A9-pharmaceutique-Afrigen-Biologics-pour-d%C3%A9velopper-un-nouveau-vaccin-%C3%A0-ARN-messager-contre-la-gonorrh%C3%A9e.html,,Partnerships,biotech,2023-09-20 10:26:00.000 +0300,pre_market,7,0.47999998927116394,0.5529999732971191,442.7099914550781,444.010009765625,0.15208330345340007,0.002936500950145798,0.14914680250325427
SNCE,Science 37 Reports Inducement Grant Under NASDAQ Listing Rule 5635(c)(4),"RESEARCH TRIANGLE PARK, N.C., June  09, 2023  (GLOBE NEWSWIRE) -- Science 37 Holdings, Inc. (Nasdaq: SNCE), the industry-leading Metasite™, today announced the granting of inducement equity awards under the Science 37 Holdings, Inc. 2022 Employment Inducement Incentive Award Plan (the “Plan”). The Plan was approved by Science 37’s Board of Directors in November 2022. In accordance with NASDAQ Listing Rule 5635(c)(4), the awards were approved by Science 37’s Compensation Committee and made as a material inducement to the non-executive employees' entry into employment with the Company.",2023-06-09 23:51:00.000 +0300,"RESEARCH TRIANGLE PARK, N.C., June  09, 2023  (GLOBE NEWSWIRE) -- Science 37 Holdings, Inc. (Nasdaq: SNCE), the industry-leading Metasite™, today announced the granting of inducement equity awards under the Science 37 Holdings, Inc. 2022 Employment Inducement Incentive Award Plan (the “Plan”). The Plan was approved by Science 37’s Board of Directors in November 2022. In accordance with NASDAQ Listing Rule 5635(c)(4), the awards were approved by Science 37’s Compensation Committee and made as a material inducement to the non-executive employees' entry into employment with the Company.",https://www.globenewswire.com/news-release/2023/06/09/2685814/0/en/Science-37-Reports-Inducement-Grant-Under-NASDAQ-Listing-Rule-5635-c-4.html,,Stock Market News,biotech,2023-06-09 18:51:00.000 +0300,market_open,15,0.25999999046325684,0.2980000078678131,429.9599914550781,429.8999938964844,0.14615391845534098,-0.0001395421894737,0.14629346064481472
ANAB,AnaptysBio- and GSK-Partnered Immuno-Oncology Agent JEMPERLI (dostarlimab-gxly) plus Chemotherapy Approved in the U.S. for dMMR/MSI-H Primary Advanced or Recurrent Endometrial Cancer,"SAN DIEGO, July  31, 2023  (GLOBE NEWSWIRE) -- AnaptysBio, Inc. (Nasdaq: ANAB), a clinical-stage biotechnology company focused on delivering innovative immunology therapeutics, today announced that GSK has received U.S. Food and Drug Administration (FDA) approval for JEMPERLI (dostarlimab-gxly) plus carboplatin and paclitaxel (chemotherapy) for the treatment of adult patients with mismatch repair deficient (dMMR)/microsatellite instability-high (MSI-H) primary advanced or recurrent endometrial cancer. The supplemental Biologics License Application (sBLA) supporting this new indication received Priority Review and was approved ahead of the Sept. 23, 2023 Prescription Drug User Fee Act action date.",2023-07-31 20:34:00.000 +0300,"SAN DIEGO, July  31, 2023  (GLOBE NEWSWIRE) -- AnaptysBio, Inc. (Nasdaq: ANAB), a clinical-stage biotechnology company focused on delivering innovative immunology therapeutics, today announced that GSK has received U.S. Food and Drug Administration (FDA) approval for JEMPERLI (dostarlimab-gxly) plus carboplatin and paclitaxel (chemotherapy) for the treatment of adult patients with mismatch repair deficient (dMMR)/microsatellite instability-high (MSI-H) primary advanced or recurrent endometrial cancer. The supplemental Biologics License Application (sBLA) supporting this new indication received Priority Review and was approved ahead of the Sept. 23, 2023 Prescription Drug User Fee Act action date.",https://www.globenewswire.com/news-release/2023/07/31/2715235/0/en/AnaptysBio-and-GSK-Partnered-Immuno-Oncology-Agent-JEMPERLI-dostarlimab-gxly-plus-Chemotherapy-Approved-in-the-U-S-for-dMMR-MSI-H-Primary-Advanced-or-Recurrent-Endometrial-Cancer.html,,Health,biotech,2023-07-31 15:34:00.000 +0300,market_open,12,17.209999084472656,19.709999084472656,457.4100036621094,457.7900085449219,0.14526438890142476,0.0008307751902453,0.14443361371117944
TTOO,T2 Biosystems Reports Granting of Inducement Award,"LEXINGTON, Mass., Sept.  15, 2023  (GLOBE NEWSWIRE) -- T2 Biosystems, Inc. (NASDAQ:TTOO), a leader in the rapid detection of sepsis-causing pathogens, announced today that it issued inducement awards to four new employees.",2023-09-15 23:05:00.000 +0300,"LEXINGTON, Mass., Sept.  15, 2023  (GLOBE NEWSWIRE) -- T2 Biosystems, Inc. (NASDAQ:TTOO), a leader in the rapid detection of sepsis-causing pathogens, announced today that it issued inducement awards to four new employees.",https://www.globenewswire.com/news-release/2023/09/15/2744244/32489/en/T2-Biosystems-Reports-Granting-of-Inducement-Award.html,,Major shareholder announcements,biotech,2023-09-15 18:05:00.000 +0300,market_open,15,0.2460000067949295,0.2770000100135803,447.1400146484375,443.3699951171875,0.1260162697657689,-0.008431407182857849,0.13444767694862675
SCLX,Scilex Holding Company Provides Notice to All Lenders of Short Positions in the Restricted Dividend Shares of Scilex Holding Company,"PALO ALTO, Calif., Oct.  04, 2023  (GLOBE NEWSWIRE) -- Scilex Holding Company (Nasdaq: SCLX, “Scilex” or “Company”), an innovative revenue-generating company focused on acquiring, developing and commercializing non-opioid pain management products for the treatment of acute and chronic pain, provides notice to all lenders of short positions of restricted shares of Scilex common stock that were part of the previously announced dividend of Scilex common stock then-held by Sorrento Therapeutics, Inc. (OTC: SRNEQ, “Sorrento”) to Sorrento equity holders of record as of January 9, 2023.",2023-10-04 19:59:00.000 +0300,"PALO ALTO, Calif., Oct.  04, 2023  (GLOBE NEWSWIRE) -- Scilex Holding Company (Nasdaq: SCLX, “Scilex” or “Company”), an innovative revenue-generating company focused on acquiring, developing and commercializing non-opioid pain management products for the treatment of acute and chronic pain, provides notice to all lenders of short positions of restricted shares of Scilex common stock that were part of the previously announced dividend of Scilex common stock then-held by Sorrento Therapeutics, Inc. (OTC: SRNEQ, “Sorrento”) to Sorrento equity holders of record as of January 9, 2023.",https://www.globenewswire.com/news-release/2023/10/04/2754860/0/en/Scilex-Holding-Company-Provides-Notice-to-All-Lenders-of-Short-Positions-in-the-Restricted-Dividend-Shares-of-Scilex-Holding-Company.html,,Dividend Reports and Estimates,biotech,2023-10-04 14:59:00.000 +0300,market_open,11,1.2400000095367432,1.409999966621399,422.07000732421875,424.6600036621094,0.13709673852999948,0.006136414085213794,0.1309603244447857
ORIC,ORIC Pharmaceuticals Announces $85 Million Private Placement Financing,"Financing led by Nextech and includes participation from EcoR1 Capital, Frazier Life Sciences, Venrock Healthcare Capital Partners, and Boxer Capital",2023-06-26 15:30:00.000 +0300,"Financing led by Nextech and includes participation from EcoR1 Capital, Frazier Life Sciences, Venrock Healthcare Capital Partners, and Boxer Capital",https://www.globenewswire.com/news-release/2023/06/26/2694439/0/en/ORIC-Pharmaceuticals-Announces-85-Million-Private-Placement-Financing.html,,Changes in company's own shares,biotech,2023-06-26 10:30:00.000 +0300,pre_market,7,6.489999771118164,7.289999961853027,433.2099914550781,432.6199951171875,0.12326659768079329,-0.0013619176600911914,0.12462851534088448
JSPR,Jasper Therapeutics Announces Appointment of Ronald Martell as Chief Executive Officer,"William Lis to Continue as Chairman, Board of Directors William Lis to Continue as Chairman, Board of Directors",2022-02-28 15:00:00.000 +0200,"William Lis to Continue as Chairman, Board of Directors William Lis to Continue as Chairman, Board of Directors",https://www.globenewswire.com/news-release/2022/02/28/2393128/0/en/Jasper-Therapeutics-Announces-Appointment-of-Ronald-Martell-as-Chief-Executive-Officer.html,,Directors and Officers,biotech,2022-02-28 10:00:00.000 +0200,pre_market,8,3.740000009536743,4.119999885559082,437.75,432.0299987792969,0.10160424466667521,-0.013066821749179041,0.11467106641585426
KA,Kineta Announces Positive KVA12123 Monotherapy Safety and Biomarker Data from its Ongoing Phase 1/2 VISTA-101 Clinical Trial,Cleared First Three Monotherapy Cohorts with No Dose Limiting Toxicity and No Consistent Pattern of Adverse Events at any Dose Level,2023-10-03 15:30:00.000 +0300,Cleared First Three Monotherapy Cohorts with No Dose Limiting Toxicity and No Consistent Pattern of Adverse Events at any Dose Level,https://www.globenewswire.com/news-release/2023/10/03/2753627/0/en/Kineta-Announces-Positive-KVA12123-Monotherapy-Safety-and-Biomarker-Data-from-its-Ongoing-Phase-1-2-VISTA-101-Clinical-Trial.html,,Clinical Study,biotech,2023-10-03 10:30:00.000 +0300,pre_market,7,4.489999771118164,4.940000057220459,427.30999755859375,425.05999755859375,0.10022278597805571,-0.0052654981462058464,0.10548828412426156
TALS,Talaris Therapeutics Announces Plans to Explore Strategic Alternatives and Implements Restructuring Plan,"BOSTON and LOUISVILLE, Ky., Feb.  16, 2023  (GLOBE NEWSWIRE) -- Talaris Therapeutics, Inc. (Nasdaq: TALS), today announced that it has completed a review of its business and program prospects. Based on this review, Talaris has decided to discontinue its FREEDOM-1 and FREEDOM-2 clinical trials evaluating FCR001’s ability to induce durable tolerance in living donor kidney transplant recipients. This decision was primarily attributable to the pace of enrollment and the associated timeline to critical milestones. The company will continue to enroll its FREEDOM-3 Phase 2 clinical trial evaluating FCR001’s ability to induce tolerance in scleroderma.",2023-02-16 14:00:00.000 +0200,"BOSTON and LOUISVILLE, Ky., Feb.  16, 2023  (GLOBE NEWSWIRE) -- Talaris Therapeutics, Inc. (Nasdaq: TALS), today announced that it has completed a review of its business and program prospects. Based on this review, Talaris has decided to discontinue its FREEDOM-1 and FREEDOM-2 clinical trials evaluating FCR001’s ability to induce durable tolerance in living donor kidney transplant recipients. This decision was primarily attributable to the pace of enrollment and the associated timeline to critical milestones. The company will continue to enroll its FREEDOM-3 Phase 2 clinical trial evaluating FCR001’s ability to induce tolerance in scleroderma.",https://www.globenewswire.com/news-release/2023/02/16/2609545/0/en/Talaris-Therapeutics-Announces-Plans-to-Explore-Strategic-Alternatives-and-Implements-Restructuring-Plan.html,,Major shareholder announcements,biotech,2023-02-16 09:00:00.000 +0200,pre_market,7,1.5800000429153442,1.7200000286102295,413.9800109863281,408.7900085449219,0.08860758347611412,-0.012536843093077874,0.101144426569192
EYEN,Eyenovia Announces Development Collaboration Agreement with Formosa Pharmaceuticals,Collaboration will combine Eyenovia’s Optejet® dispensing technology with Formosa’s APNT™ nanoparticle formulation platform for the potential development of new topical therapeutics in high-value ophthalmic indications with significant unmet medical needs. Collaboration will combine Eyenovia’s Optejet® dispensing technology with Formosa’s APNT™ nanoparticle formulation platform for the potential development of new topical therapeutics in high-value ophthalmic indications with significant unmet medical needs.,2023-02-15 16:51:00.000 +0200,Collaboration will combine Eyenovia’s Optejet® dispensing technology with Formosa’s APNT™ nanoparticle formulation platform for the potential development of new topical therapeutics in high-value ophthalmic indications with significant unmet medical needs. Collaboration will combine Eyenovia’s Optejet® dispensing technology with Formosa’s APNT™ nanoparticle formulation platform for the potential development of new topical therapeutics in high-value ophthalmic indications with significant unmet medical needs.,https://www.globenewswire.com/news-release/2023/02/15/2608912/0/en/Eyenovia-Announces-Development-Collaboration-Agreement-with-Formosa-Pharmaceuticals.html,,Health,biotech,2023-02-15 11:51:00.000 +0200,market_open,9,2.700000047683716,2.9749999046325684,410.3500061035156,413.9800109863281,0.10185179707117792,0.008846118749409226,0.09300567832176869
ELOX,Eloxx Pharmaceuticals Provides Program Updates on ELX-02 and ZKN-013,Investigational New Drug (IND) application submitted to U.S. Food and Drug Administration (FDA) for ELX-02 for the treatment of Alport syndrome with nonsense mutations,2023-09-07 16:00:00.000 +0300,Investigational New Drug (IND) application submitted to U.S. Food and Drug Administration (FDA) for ELX-02 for the treatment of Alport syndrome with nonsense mutations,https://www.globenewswire.com/news-release/2023/09/07/2739454/0/en/Eloxx-Pharmaceuticals-Provides-Program-Updates-on-ELX-02-and-ZKN-013.html,,Clinical Study,biotech,2023-09-07 11:00:00.000 +0300,pre_market,8,5.260000228881836,5.639999866485596,446.2200012207031,443.1099853515625,0.0722432739674119,-0.006969691767811171,0.07921296573522307
